temporada_alta,dif_min,atraso_15,periodo_dia
ALTO,9.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,54.0,1,NOCHE
ALTO,-1.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,18.0,1,TARDE
ALTO,4.0,0,TARDE
ALTO,11.0,0,TARDE
ALTO,1.0,0,MAÑANA
ALTO,5.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,9.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,1.0,0,MAÑANA
ALTO,-3.0,0,TARDE
ALTO,28.0,1,TARDE
ALTO,-2.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,8.0,0,TARDE
ALTO,0.0,0,MAÑANA
ALTO,-1.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,8.0,0,MAÑANA
ALTO,11.0,0,TARDE
ALTO,6.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,5.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,5.0,0,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,9.0,0,MAÑANA
ALTO,16.0,1,MAÑANA
ALTO,9.0,0,MAÑANA
ALTO,2.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,29.0,1,TARDE
ALTO,-1.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,15.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,5.0,0,TARDE
ALTO,16.0,1,TARDE
ALTO,12.0,0,TARDE
ALTO,21.0,1,TARDE
ALTO,34.0,1,TARDE
ALTO,3.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,17.0,1,TARDE
ALTO,10.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,13.0,0,TARDE
ALTO,9.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,-9.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,8.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,5.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,-1.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,15.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,54.0,1,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,14.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,11.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,25.0,1,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,24.0,1,NOCHE
ALTO,25.0,1,NOCHE
ALTO,0.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,28.0,1,NOCHE
ALTO,12.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,11.0,0,NOCHE
ALTO,19.0,1,NOCHE
ALTO,35.0,1,NOCHE
ALTO,5.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,14.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,21.0,1,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,16.0,1,NOCHE
ALTO,5.0,0,MAÑANA
ALTO,1.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,7.0,0,MAÑANA
ALTO,9.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,-8.0,0,MAÑANA
ALTO,7.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,0.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,-3.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,4.0,0,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,11.0,0,MAÑANA
ALTO,5.0,0,TARDE
ALTO,3.0,0,MAÑANA
ALTO,2.0,0,TARDE
ALTO,5.0,0,TARDE
ALTO,13.0,0,TARDE
ALTO,10.0,0,TARDE
ALTO,1.0,0,MAÑANA
ALTO,14.0,0,TARDE
ALTO,20.0,1,TARDE
ALTO,0.0,0,TARDE
ALTO,14.0,0,TARDE
ALTO,0.0,0,MAÑANA
ALTO,9.0,0,TARDE
ALTO,30.0,1,TARDE
ALTO,2.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,17.0,1,TARDE
ALTO,0.0,0,TARDE
ALTO,5.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,26.0,1,NOCHE
ALTO,0.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,39.0,1,NOCHE
ALTO,24.0,1,NOCHE
ALTO,11.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,11.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,31.0,1,NOCHE
ALTO,29.0,1,NOCHE
ALTO,11.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,6.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,13.0,0,MAÑANA
ALTO,-4.0,0,MAÑANA
ALTO,19.0,1,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,21.0,1,MAÑANA
ALTO,12.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,14.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,31.0,1,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,16.0,1,MAÑANA
ALTO,25.0,1,TARDE
ALTO,37.0,1,TARDE
ALTO,16.0,1,TARDE
ALTO,11.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,8.0,0,TARDE
ALTO,13.0,0,TARDE
ALTO,11.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,15.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,33.0,1,TARDE
ALTO,0.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,9.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,15.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,5.0,0,TARDE
ALTO,17.0,1,TARDE
ALTO,98.0,1,TARDE
ALTO,5.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,51.0,1,TARDE
ALTO,6.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,9.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,11.0,0,TARDE
ALTO,-6.0,0,TARDE
ALTO,14.0,0,TARDE
ALTO,24.0,1,TARDE
ALTO,3.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,13.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,13.0,0,MAÑANA
ALTO,23.0,1,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,14.0,0,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,16.0,1,MAÑANA
ALTO,11.0,0,MAÑANA
ALTO,12.0,0,MAÑANA
ALTO,40.0,1,MAÑANA
ALTO,26.0,1,MAÑANA
ALTO,16.0,1,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,20.0,1,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,18.0,1,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,17.0,1,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,24.0,1,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,5.0,0,MAÑANA
ALTO,14.0,0,MAÑANA
ALTO,11.0,0,MAÑANA
ALTO,22.0,1,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,21.0,1,MAÑANA
ALTO,24.0,1,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,14.0,0,MAÑANA
ALTO,-3.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,-3.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,15.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,63.0,1,TARDE
ALTO,25.0,1,TARDE
ALTO,6.0,0,TARDE
ALTO,5.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,65.0,1,TARDE
ALTO,17.0,1,TARDE
ALTO,4.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,17.0,1,TARDE
ALTO,-6.0,0,TARDE
ALTO,24.0,1,TARDE
ALTO,2.0,0,TARDE
ALTO,9.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,28.0,1,TARDE
ALTO,1.0,0,TARDE
ALTO,13.0,0,TARDE
ALTO,26.0,1,TARDE
ALTO,3.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,18.0,1,TARDE
ALTO,23.0,1,TARDE
ALTO,6.0,0,TARDE
ALTO,27.0,1,NOCHE
ALTO,16.0,1,NOCHE
ALTO,14.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,27.0,1,NOCHE
ALTO,27.0,1,NOCHE
ALTO,96.0,1,NOCHE
ALTO,16.0,1,NOCHE
ALTO,4.0,0,NOCHE
ALTO,12.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,20.0,1,NOCHE
ALTO,3.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,17.0,1,NOCHE
ALTO,7.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,11.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,19.0,1,NOCHE
ALTO,14.0,0,NOCHE
ALTO,22.0,1,NOCHE
ALTO,34.0,1,NOCHE
ALTO,36.0,1,NOCHE
ALTO,3.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,40.0,1,NOCHE
ALTO,12.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,20.0,1,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,12.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,12.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,22.0,1,NOCHE
ALTO,9.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,18.0,1,NOCHE
ALTO,2.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,36.0,1,NOCHE
ALTO,21.0,1,NOCHE
ALTO,0.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,17.0,1,NOCHE
ALTO,4.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,28.0,1,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,5.0,0,MAÑANA
ALTO,5.0,0,MAÑANA
ALTO,6.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,14.0,0,NOCHE
ALTO,12.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,65.0,1,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,16.0,1,NOCHE
ALTO,0.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,18.0,1,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,73.0,1,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,43.0,1,NOCHE
ALTO,33.0,1,NOCHE
ALTO,42.0,1,NOCHE
ALTO,10.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,11.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,12.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,18.0,1,NOCHE
ALTO,-5.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,20.0,1,NOCHE
ALTO,11.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,11.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,11.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,11.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,17.0,1,NOCHE
ALTO,2.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,135.0,1,MAÑANA
ALTO,12.0,0,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,26.0,1,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,12.0,0,MAÑANA
ALTO,17.0,1,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,1.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,5.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,10.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,13.0,0,TARDE
ALTO,16.0,1,TARDE
ALTO,7.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,8.0,0,MAÑANA
ALTO,11.0,0,MAÑANA
ALTO,9.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,13.0,0,MAÑANA
ALTO,9.0,0,MAÑANA
ALTO,9.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,11.0,0,MAÑANA
ALTO,26.0,1,MAÑANA
ALTO,5.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,12.0,0,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,21.0,1,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,17.0,1,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,22.0,1,MAÑANA
ALTO,16.0,1,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,12.0,0,MAÑANA
ALTO,38.0,1,MAÑANA
ALTO,15.0,0,MAÑANA
ALTO,5.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,20.0,1,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,25.0,1,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,83.0,1,MAÑANA
ALTO,9.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,-4.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,21.0,1,NOCHE
ALTO,8.0,0,NOCHE
ALTO,59.0,1,NOCHE
ALTO,4.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,16.0,1,NOCHE
ALTO,61.0,1,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,120.0,1,NOCHE
ALTO,19.0,1,NOCHE
ALTO,10.0,0,NOCHE
ALTO,18.0,1,NOCHE
ALTO,22.0,1,NOCHE
ALTO,56.0,1,NOCHE
ALTO,9.0,0,NOCHE
ALTO,22.0,1,NOCHE
ALTO,3.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,39.0,1,NOCHE
ALTO,11.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,14.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,12.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,20.0,1,NOCHE
ALTO,-14.0,0,NOCHE
ALTO,58.0,1,NOCHE
ALTO,8.0,0,TARDE
ALTO,125.0,1,TARDE
ALTO,20.0,1,TARDE
ALTO,109.0,1,TARDE
ALTO,6.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,102.0,1,TARDE
ALTO,3.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,24.0,1,TARDE
ALTO,20.0,1,MAÑANA
ALTO,4.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,-2.0,0,MAÑANA
ALTO,14.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,-5.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,10.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,-7.0,0,TARDE
ALTO,61.0,1,TARDE
ALTO,13.0,0,TARDE
ALTO,0.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,12.0,0,TARDE
ALTO,17.0,1,TARDE
ALTO,14.0,0,TARDE
ALTO,15.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,14.0,0,TARDE
ALTO,10.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,13.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,17.0,1,TARDE
ALTO,12.0,0,TARDE
ALTO,11.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,11.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,14.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,18.0,1,TARDE
ALTO,42.0,1,MAÑANA
ALTO,11.0,0,MAÑANA
ALTO,8.0,0,TARDE
ALTO,10.0,0,MAÑANA
ALTO,-3.0,0,MAÑANA
ALTO,18.0,1,TARDE
ALTO,1.0,0,MAÑANA
ALTO,9.0,0,MAÑANA
ALTO,1.0,0,TARDE
ALTO,8.0,0,MAÑANA
ALTO,0.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,10.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,15.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,66.0,1,TARDE
ALTO,21.0,1,TARDE
ALTO,12.0,0,TARDE
ALTO,48.0,1,TARDE
ALTO,-1.0,0,TARDE
ALTO,7.0,0,NOCHE
ALTO,11.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,14.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,24.0,1,NOCHE
ALTO,6.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,54.0,1,NOCHE
ALTO,8.0,0,NOCHE
ALTO,40.0,1,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,48.0,1,NOCHE
ALTO,30.0,1,NOCHE
ALTO,8.0,0,NOCHE
ALTO,15.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,48.0,1,NOCHE
ALTO,8.0,0,NOCHE
ALTO,108.0,1,MAÑANA
ALTO,17.0,1,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,14.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,-4.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
